Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
89,2326.657,570.906,4.18160323028519,3.7796772440062414,10501.735,731.062,10803.141,13
90,2479.297,660.203,4.160391647622785,3.737188555214697,10209.0,1007.75,10806.86,12
91,2463.578,587.0,4.171177372817309,3.714027777294664,10086.796,1093.5,10807.406,11
92,2458.812,612.4689999999999,4.179908499745383,3.726534527864773,10210.68800000001,924.766,10803.157000000008,10
93,2400.672,551.9380000000001,4.1812209027547125,3.720088030781382,10145.078,1033.5,10802.203,9
94,2396.407,465.25000000000006,4.180715020333036,3.7300609303698606,10199.61,962.547,10803.094,8
95,2392.375,593.375,4.181433629004157,3.77405130835581,10516.204,737.1560000000001,10804.547,7
96,2373.687,555.828,4.173658812188033,3.7374201523206976,10239.891,889.985,10805.813,6
97,2385.922,595.328,4.1820632868427365,3.72809878743584,10279.844,897.39,10808.032,5
98,2345.0,445.11,4.18182200740338,3.7315362208595415,10220.375,919.938,10803.219,4
99,2363.047000000006,586.094,4.1819501512020345,3.7336523999879936,10286.766,829.875,10803.406,3
100,2316.687,473.219,4.181791330814548,3.771261368210482,10397.969,792.125,10802.032,2
101,2322.0,476.391,4.173014294511639,3.7285420558074978,10207.266,942.953,10804.016,1
102,2357.687,578.516,4.181882887350109,3.732330901050642,10302.5,875.046,10803.422,0
