cycle,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
39,0.9648949490246368,0.915793249215985,0.9768976897689736,0.030246957511921302,0.9630166804794056,0.9603654047182162,0.7280438643006586,1026
40,0.962875242886494,0.9157918455752705,0.9768976897689736,0.02846772471710146,0.9614395091132821,0.9603654047182162,0.711865494690529,1025
41,0.962033698662268,0.9124146865694955,0.9768976897689736,0.02846772471710146,0.9598480780175092,0.9589073778932564,0.7199923036109661,1024
42,0.9604381308131351,0.9090375275637204,0.9768976897689736,0.030246957511921302,0.9582634372691332,0.9574576353116204,0.7163089027160092,1023
43,0.9588560276715901,0.9056603685579454,0.9735973597359724,0.032026190306739366,0.9566790228657089,0.9560078927299842,0.7196499241610774,1022
44,0.9567959274106843,0.9022818059114559,0.9735973597359724,0.03380542310155832,0.9551018514995853,0.9545664343916718,0.6941257242924457,1021
45,0.95574568021885,0.8989481597606443,0.9735973597359724,0.03558465589637727,0.9535101940588606,0.953108407566712,0.7065642568345587,1020
46,0.954964727178768,0.8989481597606443,0.9735973597359724,0.03558465589637727,0.9519117462707389,0.9516462386200903,0.6979821961181161,1019
47,0.9537259740807071,0.8955710007548694,0.9735973597359724,0.03736388869119622,0.9519117462707389,0.9501902828559614,0.6893023127017051,1018
48,0.9525074180440276,0.8955710007548694,0.9735973597359724,0.03736388869119622,0.950341591596964,0.9502089224034396,0.6853894047029758,1017
49,0.9513494531914926,0.8921938417490944,0.9735973597359724,0.03736388869119622,0.9487714369231892,0.9487736772476199,0.6890201318364118,1016
50,0.9501308971548132,0.8921924381083799,0.9735973597359724,0.039143121486015175,0.9479649699918278,0.9473094372401674,0.6857656458567001,1015
51,0.9489460028871026,0.8888166827433195,0.9735973597359724,0.039143121486015175,0.9471797794824643,0.9458679789018549,0.6928653164274703,1014
52,0.9480640645401137,0.8820609610910548,0.9702970297029694,0.04092235428083413,0.9455953650790403,0.9444182363202187,0.6848024685031664,1013
53,0.9468859026261969,0.8854816329517934,0.9735973597359724,0.04270158707565219,0.944010950675616,0.9444182363202187,0.6884444828712142,1012
54,0.9459635701564453,0.8820609610910548,0.9735973597359724,0.04270158707565219,0.9424265362721918,0.9429684937385825,0.6735152338914481,1011
55,0.944448790552838,0.8787273149402435,0.9702970297029694,0.04270158707565219,0.9424265362721918,0.9415187511569465,0.6750201985063438,1010
56,0.9435601198520551,0.871971593287979,0.9141914191419112,0.45192512988399525,0.934278119340296,0.9339842318541003,0.6945584016192279,1009
57,0.9438092169424259,0.8663752786761192,0.8448844884488427,0.053376983844565906,0.9990238558666575,0.9916052862916442,0.8528129556985906,1008
58,0.9448661964880543,0.8787273149402435,0.8514851485148487,0.049818518254928,0.9436435928789053,0.9394414771435449,0.7168732644465954,1007
59,0.9432100374547772,0.8829382363939,0.8547854785478535,0.04803928546010905,0.9444511915348679,0.9394352639610521,0.7112860833137944,1006
60,0.9415067519449436,0.8829382363939,0.8547854785478535,0.046260052665290985,0.9431003650835192,0.9394414771435449,0.7093597286067279,1005
61,0.9395880311137077,0.8801309554247956,0.8547854785478535,0.04803928546010905,0.9417350525575694,0.9394352639610521,0.7015451998438813,1004
62,0.9379722662031937,0.8745163934865869,0.8547854785478535,0.04803928546010905,0.9390259302725668,0.9394414771435449,0.6923724405160923,1003
63,0.9357505894512366,0.8753585777774491,0.8547854785478535,0.049818518254928,0.9376751038212181,0.9319918713347659,0.6941294867039831,1002
64,0.9341348245407222,0.866936734870136,0.8547854785478535,0.053376983844565906,0.9363030009478712,0.9319794449697805,0.6888696353749224,1001
65,0.9322901596012185,0.8703054720329306,0.8547854785478535,0.05515621663938486,0.9338725092530422,0.9319918713347659,0.6824509612923917,1000
66,0.9309908153190132,0.866936734870136,0.8547854785478535,0.05693544943420381,0.9322358091743248,0.9319856581522734,0.682906213088398,999
67,0.9293750504084992,0.8641294539010318,0.8547854785478535,0.05693544943420381,0.9308775133407763,0.9245298391610017,0.6743994006026997,998
68,0.9283382679242527,0.8585148919628232,0.8547854785478535,0.05871468222902276,0.9290065462752333,0.9245588340126343,0.6800806420239311,997
69,0.9267427000751196,0.8585148919628232,0.8580858085808565,0.05871468222902276,0.9281634114676758,0.9245319102218326,0.6803665853007614,996
70,0.9252615822404817,0.8562690671874089,0.8547854785478535,0.05871468222902276,0.9268017204604289,0.9245277681001709,0.6803929221815217,995
71,0.9237669996982558,0.8534617862183045,0.8580858085808565,0.060493915023841716,0.9254400294531293,0.9245256970393398,0.6742902906681199,994
72,0.9223464730477622,0.8506545052492003,0.8580858085808565,0.06405238061347873,0.9240855814830775,0.9245277681001709,0.675934464509893,993
73,0.9211885081952269,0.848408680473786,0.8580858085808565,0.06405238061347873,0.9213409230465328,0.9170470963789283,0.6660543718131025,992
74,0.9202459786640935,0.8450399433109916,0.8580858085808565,0.06405238061347873,0.9200220112281288,0.9170823044130538,0.6803440108315382,991
75,0.9186436784611671,0.848408680473786,0.8580858085808565,0.06583161340829857,0.9186566987021261,0.9170760912305609,0.6642973256252116,990
76,0.9173039400561991,0.8408290218573351,0.8580858085808565,0.06761084620311753,0.9172879910024776,0.9170657359264065,0.664699903659697,989
77,0.915822822221561,0.8433555747295944,0.8547854785478535,0.06761084620311753,0.9159299215138283,0.9170657359264065,0.6680409251047652,988
78,0.9145504073545312,0.8366181004036786,0.8580858085808565,0.06939007899793559,0.9143144978571618,0.9096244143609513,0.665870013647778,987
79,0.9130692895198929,0.8382850638432211,0.8580858085808565,0.06939007899793559,0.9126705547411966,0.9096099169351348,0.6631008787563699,986
80,0.9177886695293533,0.8281962574963657,0.8976897689768961,0.5070813465233792,0.9041672289828877,0.9064391228030135,0.6714684820151904,985
81,0.9166307046768181,0.8315649946591601,0.8481848184818475,0.656536901288165,0.9045291545016494,0.9021603111263561,0.6848363302070015,984
82,0.9158362869291488,0.8352144599191265,0.8547854785478535,0.07294854458757438,0.9143074811647605,0.9096161301176275,0.6651175313403299,983
83,0.9134799631013155,0.8332493632408842,0.8514851485148487,0.07294854458757438,0.913220799228984,0.9096161301176275,0.658311328869464,982
84,0.9115410452086983,0.8281962574963657,0.8547854785478535,0.07472777738239245,0.911055131084372,0.9096244143609513,0.6584505380963419,981
85,0.9099656744209468,0.8281962574963657,0.8547854785478535,0.0765070101772114,0.909153833800284,0.9096244143609513,0.6462001261310908,980
86,0.9086595977849481,0.8281962574963657,0.8547854785478535,0.0765070101772114,0.9077957643116346,0.9096244143609513,0.6411095833212057,979
87,0.9071448181813411,0.8225816955581571,0.8547854785478535,0.0765070101772114,0.9064023850162897,0.9021354583963852,0.6455642785812974,978
88,0.9056502356391152,0.823143151751847,0.8514851485148487,0.0800654757668493,0.9045293808465487,0.9021603111263561,0.6410493847366099,977
89,0.9042229766348278,0.8211780550736048,0.8514851485148487,0.0800654757668493,0.9028994711152281,0.9021603111263561,0.631775040297315,976
90,0.9026678029084578,0.8180900460076554,0.8514851485148487,0.0800654757668493,0.901270014073706,0.9021603111263561,0.6303867104400735,975
91,0.9009375879834487,0.814159852650844,0.8481848184818475,0.08184470856166826,0.8996401043424909,0.9021603111263561,0.6208038482547251,974
92,0.9000152555136969,0.813036940263137,0.8481848184818475,0.08362394135648721,0.8982750181614401,0.9021540979438634,0.6337390191197536,973
93,0.8989852053832439,0.813036940263137,0.8481848184818475,0.08362394135648721,0.8969312084024401,0.894712776378408,0.6358083454652355,972
94,0.8978474375920902,0.8155634931353961,0.8481848184818475,0.08540317415130527,0.8955661222214422,0.8947044921350844,0.6274482670294899,971
95,0.8965817550788542,0.8071416502280833,0.8481848184818475,0.08540317415130527,0.8947582972205803,0.894712776378408,0.6241674441690166,970
96,0.8950063842911027,0.8113525716817398,0.8481848184818475,0.08718240694612511,0.8931213707969636,0.8947044921350844,0.6156418196256324,969
97,0.8941648400668765,0.8057380097435312,0.8481848184818475,0.08718240694612511,0.8914919137554942,0.8947044921350844,0.6319142495241925,968
98,0.8925692722177438,0.8029307287744267,0.8448844884488427,0.08896163974094407,0.8901336179219457,0.8947044921350844,0.6185012523939344,967
99,0.8913035897045076,0.8034921849681169,0.8448844884488427,0.08896163974094407,0.8887827914705444,0.8872569573871365,0.6134671457571081,966
100,0.8902129483899106,0.7978776230299083,0.8448844884488427,0.09252010533058108,0.8874106885971975,0.8872424599613202,0.6140427947223057,965
101,0.8895397130105296,0.7978776230299083,0.8481848184818475,0.09074087253576213,0.8860666524932457,0.8872569573871365,0.6180648126556147,964
102,0.8883144246200563,0.7987198073207702,0.8448844884488427,0.09252010533058108,0.8849659371727192,0.8872424599613202,0.6129629826111183,963
103,0.8929462840301972,0.7933859734797335,0.8415841584158414,0.09252010533058108,0.8749388574481285,0.8840323156734116,0.6416965195210147,962
104,0.8929866781529598,0.7844195180640379,0.8811881188118793,0.5355490712404816,0.8819924440272979,0.8861427266601074,0.6534766300441119,961
105,0.8972549904582352,0.7874906834443529,0.8184818481848168,0.09429933812540092,0.9615773531664187,0.9618151472998524,0.8121450493925702,960
106,0.8996045819322744,0.7990005354179421,0.8250825082508229,0.09785780371503794,0.8931161648639137,0.8947003500134225,0.659372328922966,959
107,0.8978810993610593,0.7973161668362181,0.8283828382838259,0.09252010533058108,0.8955606899434403,0.8947003500134225,0.6577582543734901,958
108,0.8966962050933489,0.8012463601927027,0.8316831683168306,0.09429933812540092,0.893115259484317,0.8947003500134225,0.6522576087060457,957
109,0.8948650048614326,0.7956121472877573,0.8316831683168306,0.09429933812540092,0.8914864814775978,0.8947003500134225,0.6387242144065959,956
110,0.8929058899074342,0.795631798254494,0.8316831683168306,0.09607857092021899,0.890142445373646,0.8872569573871365,0.6396761045255177,955
111,0.8904889748954568,0.7917016048980094,0.8316831683168306,0.09785780371503794,0.8882058382828624,0.8872258914746727,0.6359701291613367,954
112,0.8879508775151905,0.7877714115415249,0.8316831683168306,0.09963703650985689,0.886054429867847,0.8872445310221508,0.6287312493636885,953
113,0.886240859651563,0.7877714115415249,0.8316831683168306,0.10141626930467584,0.8833450812379453,0.8797949252133721,0.6244797243266076,952
114,0.8845645035569043,0.7821568496033162,0.8316831683168306,0.10141626930467584,0.8817156241964759,0.8797949252133721,0.6403119520753107,951
115,0.8826659797870504,0.7846834024752487,0.8316831683168306,0.1031955020994948,0.8792710991169492,0.8797949252133721,0.6240244725306017,950
116,0.8810771442917114,0.7818761215061443,0.8316831683168306,0.10675396768913181,0.8779130296283,0.8797949252133721,0.6203297844010329,949
117,0.8796768147025991,0.779911024827902,0.8316831683168306,0.10675396768913181,0.8751704082959533,0.879770072483401,0.6191747240591003,948
118,0.8777782909327447,0.7742964628896933,0.8316831683168306,0.10497473489431375,0.8752057181026489,0.8723473904654242,0.6107205853349233,947
119,0.8761355966070552,0.7742964628896933,0.8283828382838259,0.10853320048395165,0.8724576644924058,0.8723183956137914,0.6129215960842083,946
120,0.8743380581441083,0.7720506381142791,0.8316831683168306,0.1103124332787706,0.8703130464248927,0.8723453194045931,0.6103217697119758,945
121,0.8725472520349549,0.7664360761760705,0.8316831683168306,0.1103124332787706,0.8686797415198739,0.8723411772829313,0.6189941283053124,944
122,0.8707564459258017,0.7641902514006562,0.8316831683168306,0.11387089886840762,0.8670749560740483,0.8649081399607998,0.610039588846683,943
123,0.8698139163946683,0.7641902514006562,0.8283828382838259,0.11387089886840762,0.8654203747471365,0.8648853582916598,0.6064728227093803,942
124,0.8650474099086514,0.7641902514006562,0.8316831683168306,0.11387089886840762,0.8637906913608207,0.8648853582916598,0.622203465346578,941
125,0.8670671160467942,0.7585756894624476,0.8316831683168306,0.11387089886840762,0.8621610079743993,0.8648853582916598,0.6045652800600001,940
126,0.8656465893963003,0.7591371456561378,0.8283828382838259,0.11565013166322746,0.861607141967909,0.8648750029875054,0.5951366767476776,939
127,0.8639567685940543,0.7563298646870336,0.8316831683168306,0.11565013166322746,0.8588982460279111,0.8574253971787265,0.5888045381305038,938
128,0.8656129276273314,0.7406006694168072,0.8679867986798673,0.5586790975731271,0.8471353271519657,0.8542483898641122,0.610667911573402,937
129,0.8655927305659499,0.7439778284232359,0.8217821782178198,0.7045761867482749,0.8453173247965715,0.8499695781874548,0.6226399050848976,936
130,0.8663130924218876,0.7507153027488249,0.8283828382838259,0.12276706284250238,0.8575401765391564,0.8574253971787265,0.6080944220819302,935
131,0.8639096421174977,0.754084039912273,0.8283828382838259,0.11742936445804553,0.8588982460278056,0.8574253971787265,0.5968297619394356,934
132,0.8625429742973545,0.7484694779740643,0.8283828382838259,0.11920859725286448,0.8572685626413843,0.8574253971787265,0.6021573366761661,933
133,0.8607521681882011,0.7453814689077881,0.8283828382838259,0.12276706284250238,0.8548310542543118,0.85743368142205,0.609366117181517,932
134,0.8589882914942231,0.7406090912604414,0.8283828382838259,0.12098783004768343,0.8534872444953119,0.8574461077870354,0.599568797538546,931
135,0.8574129207064716,0.7439778284232359,0.8283828382838259,0.12454629563732134,0.8507568457883639,0.8499778624307786,0.5949861802861882,930
136,0.8561876323159985,0.7439778284232359,0.8283828382838259,0.12454629563732134,0.8493917596074712,0.8499695781874548,0.5881423536999497,929
137,0.8547199791889479,0.7383632664850273,0.8283828382838259,0.12454629563732134,0.8480264470814158,0.8499633650049621,0.580816938436945,928
138,0.8530570878018771,0.7389247226787173,0.8283828382838259,0.12454629563732134,0.8466753942852208,0.8499695781874548,0.5756925339232244,927
139,0.8514345905375691,0.7338716169341989,0.8250825082508229,0.12810476122695835,0.8442240788581918,0.8499633650049621,0.5806175306254708,926
140,0.8500881197788073,0.7338716169341989,0.8250825082508229,0.12810476122695835,0.8425801357421212,0.8424951196487049,0.5779838425494033,925
141,0.8487820431428081,0.7316257921594383,0.8250825082508229,0.12810476122695835,0.840957469048154,0.8425013328311977,0.573574296227759,924
142,0.8476914018282111,0.728818511190334,0.8250825082508229,0.1298839940217782,0.8393563051209261,0.8425282566219996,0.5763020445922575,923
143,0.8465738310984388,0.728818511190334,0.8250825082508229,0.13166322681659715,0.837705345312612,0.8425075460136906,0.5733259770663013,922
144,0.8458803986576764,0.7260112302212297,0.8250825082508229,0.1298839940217782,0.8371691342096275,0.8425137591961833,0.5705982287018028,921
145,0.8446214484982342,0.7293799673840241,0.8250825082508229,0.13166322681659715,0.8360826786185394,0.8425137591961833,0.5774909666380252,920
146,0.8431672600787712,0.7237654054458155,0.8217821782178198,0.13166322681659715,0.8344459785398748,0.8350517270224189,0.5697291116367005,919
147,0.8418611834427723,0.72713414260861,0.8217821782178198,0.1334424596114152,0.8330666326291221,0.8350330874749408,0.5530578661151924,918
148,0.841484171630319,0.7215195806704013,0.8217821782178198,0.1334424596114152,0.8317155798329268,0.8350393006574335,0.5673324554874788,917
149,0.8398414773046294,0.7215195806704013,0.8217821782178198,0.1334424596114152,0.831200645151835,0.8350662244482352,0.5535168803227362,916
150,0.8389191448348776,0.7220810368640914,0.8184818481848168,0.13522169240623416,0.8295286352663693,0.8350268742924478,0.5550218449376318,915
151,0.8380372064878887,0.7192737558949871,0.8184818481848168,0.137000925201054,0.8290137005852776,0.8350517270224189,0.562663302769765,914
152,0.838831624235558,0.7035347351417194,0.8580858085808565,0.5746921927264976,0.8186158678903304,0.8267032808130257,0.5953473717937636,913
153,0.8519462494258985,0.7254497740268859,0.798679867986797,0.7348231442601962,0.8051349911112775,0.8201628707090156,0.602435755129922,912
154,0.8519462494258985,0.7293799673840241,0.8052805280528048,0.1334424596114152,0.842596206230964,0.8425096170745212,0.5952721235630185,911
155,0.8503574139305596,0.7293799673840241,0.8052805280528048,0.13166322681659715,0.8426106923056706,0.8425241145003377,0.5993769145501466,910
156,0.8480751459944582,0.72713414260861,0.8052805280528048,0.1334424596114152,0.8409662964996962,0.8425096170745212,0.5911071339912946,909
157,0.8463045369466864,0.7237654054458155,0.8085808580858078,0.13166322681659715,0.8385290144575757,0.8425158302570142,0.5956446023052053,908
158,0.8444935337761517,0.7237654054458155,0.8085808580858078,0.13522169240623416,0.8371707186239745,0.8425158302570142,0.5912162439258744,907
159,0.8423122511469574,0.7215195806704013,0.8052805280528048,0.13522169240623416,0.8344475629542216,0.8350537980832498,0.5705907038787279,906
160,0.8399491949653304,0.718712299701297,0.8052805280528048,0.13522169240623416,0.8328251226051011,0.8350600112657427,0.5659930369802217,905
161,0.8381785859175586,0.7192737558949871,0.8052805280528048,0.13878015799587207,0.830380371180728,0.8350600112657427,0.5656807568226312,904
162,0.8361386827180344,0.7136591939567785,0.8052805280528048,0.13878015799587207,0.8290223016918679,0.8350600112657427,0.5726600302242097,903
163,0.8342872854247367,0.7145013782476405,0.8052805280528048,0.13878015799587207,0.8263061627147801,0.827604192274471,0.5698081222789821,902
164,0.8328196322976864,0.7114133691813642,0.8052805280528048,0.14233862358550997,0.8246764793283587,0.827604192274471,0.5639199482232029,901
165,0.831742455690677,0.7114133691813642,0.8052805280528048,0.14055939079069102,0.8230486067012361,0.8276062633353019,0.5672609696682711,900
166,0.8306989408526364,0.7086060882122599,0.8019801980198,0.14233862358550997,0.8222339913530827,0.8276062633353019,0.5706998138133086,899
167,0.8291101053572973,0.7057988072431556,0.8052805280528048,0.14411785638032892,0.8208723003456251,0.82760212121364,0.5642435156154058,898
168,0.8279050140282056,0.7057988072431556,0.8052805280528048,0.14411785638032892,0.8195142308571866,0.8201463022223685,0.561500717604758,897
169,0.8261815314569905,0.703552982468395,0.8052805280528048,0.14411785638032892,0.8168014870534284,0.8201504443440302,0.5536749016073004,896
170,0.8248956518823729,0.6979384205301864,0.8052805280528048,0.14589708917514788,0.8148967945955892,0.8201463022223685,0.5516394369656537,895
171,0.8231721693111578,0.6984998767238766,0.8052805280528048,0.14767632196996683,0.8132634896905704,0.8201442311615375,0.5503414049853061,894
172,0.8221488515344988,0.6956925957547723,0.8052805280528048,0.14767632196996683,0.811637427822852,0.8126904832310968,0.5497958553124058,893
173,0.8210582102199016,0.6956925957547723,0.8052805280528048,0.15123478755960473,0.8100007277440819,0.8126842700486041,0.5414395392881977,892
174,0.820021427735655,0.6900780338165635,0.8052805280528048,0.1494555547647849,0.8100075180915842,0.8126904832310968,0.5349982907364437,891
175,0.8191596864500474,0.693446770979358,0.8052805280528048,0.15123478755960473,0.8083746658763638,0.812688412170266,0.545390071402299,890
176,0.8202974542412012,0.683357403176282,0.8415841584158414,0.5711337271368588,0.796405773128045,0.8064068846701196,0.5728932997395191,889
177,0.819772330645284,0.6810947347155605,0.795379537953794,0.7277062130809204,0.793710684227898,0.8052346642398251,0.5574561252022256,888
178,0.8215833338158187,0.6878322090411494,0.8052805280528048,0.15835171873888054,0.8072986221515863,0.8126987674744204,0.5483059403436594,887
179,0.820196468934294,0.6878322090411494,0.8019801980198,0.15301402035442369,0.8086213818334347,0.812665630501126,0.5518125078963663,886
180,0.8182171569189141,0.6878322090411494,0.8052805280528048,0.15301402035442369,0.8072773457294828,0.8126780568661114,0.5454051210484474,885
181,0.8172275009112242,0.6850249280720451,0.8052805280528048,0.15301402035442369,0.8051186942774831,0.8126904832310968,0.5526101391422613,884
182,0.8153761036179266,0.6799718223275265,0.8052805280528048,0.15301402035442369,0.8034960275834104,0.8052429484831489,0.5585246500788017,883
183,0.8139017181370822,0.6822176471029407,0.8052805280528048,0.15479325314924175,0.801830808045447,0.8052098115098543,0.5535281675573476,882
184,0.8122388267500114,0.6777259975521124,0.8019801980198,0.15835171873888054,0.8002013510037667,0.8052098115098543,0.5483548516936434,881
185,0.8110808618974763,0.6777259975521124,0.8052805280528048,0.15835171873888054,0.7985999607317977,0.8052346642398251,0.5494722879202039,880
186,0.8096737999545702,0.6754801727773518,0.8052805280528048,0.1565724859440607,0.7969772940378306,0.8052429484831489,0.5372331631895637,879
187,0.8083071321344268,0.6754801727773518,0.8019801980198,0.1601309515336986,0.7953405939590603,0.7977788452485537,0.5331170849678237,878
188,0.8067721554694383,0.6732343480019376,0.8019801980198,0.1601309515336986,0.7937109105726392,0.7977788452485537,0.5342081843136239,877
189,0.8057824994617484,0.667619786063729,0.8019801980198,0.1601309515336986,0.7923528410839897,0.7977788452485537,0.5299641840996174,876
190,0.804415831641605,0.6709885232265235,0.798679867986797,0.1601309515336986,0.7909805118659019,0.797766418883568,0.5331622339062712,875
191,0.8033386550345956,0.6653739612883148,0.798679867986797,0.16191018432851756,0.7896437187991454,0.7977871294918772,0.5350208652056674,874
192,0.8023086049041428,0.6687426984511092,0.798679867986797,0.16191018432851756,0.7882856493104959,0.7903313105006058,0.5359388936207532,873
193,0.80127855477369,0.6631281365129006,0.795379537953794,0.1636894171233365,0.7871851603349214,0.7903168130747893,0.5257201838856114,872
194,0.8002081105204744,0.6664968736756951,0.798679867986797,0.1636894171233365,0.7855624936407433,0.790323026257282,0.5235944213670711,871
195,0.7992588486355472,0.6608823117374865,0.798679867986797,0.1636894171233365,0.7855554769485,0.7903168130747893,0.5332450069600903,870
196,0.7972795366201673,0.6586364869627258,0.795379537953794,0.1636894171233365,0.7839328102545327,0.790323026257282,0.5176535735497705,869
197,0.7966736247787245,0.6586364869627258,0.795379537953794,0.16724788271297442,0.7823029005232649,0.790323026257282,0.5263898931392403,868
198,0.7947347068861073,0.6563906621873117,0.792079207920791,0.16724788271297442,0.7806662004443894,0.7828609940835178,0.5159153394195659,867
199,0.7938527685391183,0.650776100249103,0.795379537953794,0.16724788271297442,0.7790507767877228,0.7828754915093341,0.5174203040344616,866
200,0.7936036714487475,0.6463363853962187,0.8283828382838259,0.5924845206746854,0.7663301925773323,0.7788617756190328,0.5498936780123742,865
201,0.811444409002342,0.6608823117374865,0.7689768976897682,0.17258558109743127,0.8931234079014252,0.9021623821871869,0.8381846996418036,864
202,0.8136256916315361,0.6698656108391432,0.7788778877887772,0.1761440466870683,0.7969650714123264,0.7977747031268918,0.5665837355915682,863
203,0.8122253620424238,0.6698656108391432,0.7755775577557742,0.17258558109743127,0.7991302868670873,0.8052243089356708,0.5590551501055523,862
204,0.8098353764456216,0.6642510489009344,0.7755775577557742,0.17258558109743127,0.7985947547987478,0.8052305221181633,0.541996376195709,861
205,0.8080445703364683,0.6625666803192105,0.7788778877887772,0.17436481389225023,0.7963994354704464,0.7977539925185828,0.5439942167219827,860
206,0.8063614818880158,0.6608823117374865,0.7821782178217802,0.17436481389225023,0.7937054782947426,0.7977747031268918,0.54480313520249,859
207,0.8039714962912137,0.6586364869627258,0.7821782178217802,0.1761440466870683,0.7923474088060933,0.7977747031268918,0.5415749861035386,858
208,0.8023086049041428,0.6586364869627258,0.7821782178217802,0.1761440466870683,0.7904531282144596,0.7977809163093845,0.5479823729514566,857
209,0.8000330693218354,0.6541448374118974,0.7788778877887772,0.17792327948188724,0.7882613549562278,0.7903064577706347,0.537831386623985,856
210,0.797999898476105,0.650776100249103,0.7788778877887772,0.17792327948188724,0.7855729055068432,0.7903333815614366,0.5388434753275027,855
211,0.7958253482007045,0.650776100249103,0.7755775577557742,0.17792327948188724,0.7839276043214829,0.7903188841356201,0.5271310882120761,854
